"date","event","rating","viewers","year","month","show"
2014-01-27,"WWE RAW #1079",3.24,4719000,2014,1,"raw"
2014-01-20,"WWE RAW #1078",3.46,4869000,2014,1,"raw"
2014-01-13,"WWE RAW #1077",3.12,4403000,2014,1,"raw"
2014-01-06,"WWE RAW #1076 - Old School",3.23,4538000,2014,1,"raw"
2013-12-30,"WWE RAW #1075 - New Year's RAW",2.97,4129000,2013,12,"raw"
2013-12-23,"WWE RAW #1074 - RAW Christmas",2.68,3821000,2013,12,"raw"
2013-12-16,"WWE RAW #1073",2.95,4112000,2013,12,"raw"
2013-12-09,"WWE RAW #1072 - 2013 Slammy Awards",2.84,4152000,2013,12,"raw"
2013-12-02,"WWE RAW #1071",2.65,3541000,2013,12,"raw"
2013-11-25,"WWE RAW #1070",2.93,4135000,2013,11,"raw"
2013-11-18,"WWE RAW #1069 - RAW Country",2.73,3802000,2013,11,"raw"
2013-11-11,"WWE RAW #1068",2.73,3768000,2013,11,"raw"
2013-11-04,"WWE RAW #1067",2.75,3887000,2013,11,"raw"
2013-10-28,"WWE RAW #1066",2.98,4155000,2013,10,"raw"
2013-10-21,"WWE RAW #1065",2.71,3825000,2013,10,"raw"
2013-10-14,"WWE RAW #1064",2.88,3992000,2013,10,"raw"
2013-10-07,"WWE RAW #1063",2.65,3706000,2013,10,"raw"
2013-09-30,"WWE RAW #1062",2.68,3583000,2013,9,"raw"
2013-09-23,"WWE RAW #1061",2.81,3739000,2013,9,"raw"
2013-09-16,"WWE RAW #1060",2.96,4013000,2013,9,"raw"
2013-09-09,"WWE RAW #1059",2.91,3885000,2013,9,"raw"
2013-09-02,"WWE RAW #1058",2.85,3937000,2013,9,"raw"
2013-08-26,"WWE RAW #1057",3.07,4190000,2013,8,"raw"
2013-08-19,"WWE RAW #1056",3.24,4298000,2013,8,"raw"
2013-08-12,"WWE RAW #1055",2.95,4111000,2013,8,"raw"
2013-08-05,"WWE RAW #1054",2.96,4178000,2013,8,"raw"
2013-07-29,"WWE RAW #1053",2.87,3768000,2013,7,"raw"
2013-07-22,"WWE RAW #1052",3.04,4005000,2013,7,"raw"
2013-07-15,"WWE RAW #1051",3.04,4101000,2013,7,"raw"
2013-07-08,"WWE RAW #1050",3.1,4170000,2013,7,"raw"
2013-07-01,"WWE RAW #1049",2.89,3960000,2013,7,"raw"
2013-06-24,"WWE RAW #1048",2.9,3980000,2013,6,"raw"
2013-06-17,"WWE RAW #1047",3,4150000,2013,6,"raw"
2013-06-10,"WWE RAW #1046",3.04,3990000,2013,6,"raw"
2013-06-03,"WWE RAW #1045",2.66,3676000,2013,6,"raw"
2013-05-27,"WWE RAW #1044 - Bret Hart Appreciation Night",2.82,3945000,2013,5,"raw"
2013-05-20,"WWE RAW #1043",2.96,4227000,2013,5,"raw"
2013-05-13,"WWE RAW #1042",2.92,4047000,2013,5,"raw"
2013-05-06,"WWE RAW #1041",2.89,3917000,2013,5,"raw"
2013-04-29,"WWE RAW #1040",0,4285000,2013,4,"raw"
2013-04-22,"WWE RAW #1039",3.14,4400000,2013,4,"raw"
2013-04-15,"WWE RAW #1038",3.08,4149000,2013,4,"raw"
2013-04-08,"WWE RAW #1037",3.45,4610000,2013,4,"raw"
2013-04-01,"WWE RAW #1036",3.1,4305000,2013,4,"raw"
2013-03-25,"WWE RAW #1035",3.24,4617000,2013,3,"raw"
2013-03-18,"WWE RAW #1034",3.09,4260000,2013,3,"raw"
2013-03-11,"WWE RAW #1033 - Paul Bearer Tribute Show",3.36,4813000,2013,3,"raw"
2013-03-04,"WWE RAW #1032 - Old School",3.54,5018000,2013,3,"raw"
2013-02-25,"WWE RAW #1031",3.46,4707000,2013,2,"raw"
2013-02-18,"WWE RAW #1030",3.3,4662000,2013,2,"raw"
2013-02-11,"WWE RAW #1029",3.16,4260000,2013,2,"raw"
2013-02-04,"WWE RAW #1028",3.56,4810000,2013,2,"raw"
2013-01-28,"WWE RAW #1027 - RAW Roulette",3.68,5020000,2013,1,"raw"
2013-01-21,"WWE RAW #1026",3.04,4320000,2013,1,"raw"
2013-01-14,"WWE RAW #1025",3.18,4550000,2013,1,"raw"
2013-01-07,"WWE RAW #1024",3.1,4420000,2013,1,"raw"
2012-12-31,"WWE RAW #1023 - Champions Choice",2.31,3552000,2012,12,"raw"
2012-12-24,"WWE RAW #1022",2.2,3143000,2012,12,"raw"
2012-12-17,"WWE RAW #1021",2.89,3910000,2012,12,"raw"
2012-12-10,"WWE RAW #1020",2.67,3764000,2012,12,"raw"
2012-12-03,"WWE RAW #1019",2.55,3437000,2012,12,"raw"
2012-11-26,"WWE RAW #1018",2.7,3920000,2012,11,"raw"
2012-11-19,"WWE RAW #1017",2.72,3840000,2012,11,"raw"
2012-11-12,"WWE RAW #1016",2.9,4190000,2012,11,"raw"
2012-11-05,"WWE RAW #1015",2.8,4076000,2012,11,"raw"
2012-10-29,"WWE RAW #1014",2.94,4100000,2012,10,"raw"
2012-10-22,"WWE RAW #1013",2.48,3550000,2012,10,"raw"
2012-10-15,"WWE RAW #1012",2.79,3990000,2012,10,"raw"
2012-10-08,"WWE RAW #1011",2.78,4070000,2012,10,"raw"
2012-10-01,"WWE RAW #1010",2.54,3500000,2012,10,"raw"
2012-09-24,"WWE RAW #1009",2.72,3790000,2012,9,"raw"
2012-09-17,"WWE RAW #1008",2.87,4050000,2012,9,"raw"
2012-09-10,"WWE RAW #1007",2.88,4136000,2012,9,"raw"
2012-09-03,"WWE RAW #1006",2.83,4203000,2012,9,"raw"
2012-08-27,"WWE RAW #1005",3.1,4481000,2012,8,"raw"
2012-08-20,"WWE RAW #1004",3.1,4478000,2012,8,"raw"
2012-08-13,"WWE RAW #1003",2.84,4134000,2012,8,"raw"
2012-08-06,"WWE RAW #1002",3.08,4370000,2012,8,"raw"
2012-07-30,"WWE RAW #1001",3.08,4494000,2012,7,"raw"
2012-07-23,"WWE RAW #1000",3.84,6020000,2012,7,"raw"
2012-07-16,"WWE RAW #999",3.44,4880000,2012,7,"raw"
2012-07-09,"WWE RAW #998",3.17,4410000,2012,7,"raw"
2012-07-02,"WWE RAW #997",3.2,0,2012,7,"raw"
2012-06-25,"WWE RAW #996",3.28,4710000,2012,6,"raw"
2012-06-18,"WWE RAW #995",3.42,4960000,2012,6,"raw"
2012-06-11,"WWE RAW #994",3.24,4620000,2012,6,"raw"
2012-06-04,"WWE RAW #993",2.92,4280000,2012,6,"raw"
2012-05-28,"WWE RAW #992",2.7,3915000,2012,5,"raw"
2012-05-07,"WWE RAW #989",3.03,4310000,2012,5,"raw"
2012-04-30,"WWE RAW #988",0,4880000,2012,4,"raw"
2012-04-23,"WWE RAW #987",3.07,4380000,2012,4,"raw"
2012-04-16,"WWE RAW #986",3.08,4390000,2012,4,"raw"
2012-04-09,"WWE RAW #985",0,4290000,2012,4,"raw"
2012-04-02,"WWE RAW #984",3.4,5015000,2012,4,"raw"
2012-03-26,"WWE RAW #983",3.04,4443000,2012,3,"raw"
2012-03-19,"WWE RAW #982",3.09,4380000,2012,3,"raw"
2012-03-12,"WWE RAW #981",3.27,4820000,2012,3,"raw"
2012-03-05,"WWE RAW #980",3.2,4609000,2012,3,"raw"
2012-02-27,"WWE RAW #979",3.13,4650000,2012,2,"raw"
2012-02-20,"WWE RAW #978",3.2,4629000,2012,2,"raw"
2012-02-13,"WWE RAW #977",3.25,4620000,2012,2,"raw"
2012-02-06,"WWE RAW #976",3.3,4619000,2012,2,"raw"
2012-01-30,"WWE RAW #975",3.55,5220000,2012,1,"raw"
2012-01-23,"WWE RAW #974",3.18,4620000,2012,1,"raw"
2012-01-16,"WWE RAW #973",3.01,4290000,2012,1,"raw"
2012-01-09,"WWE RAW #972",2.9,0,2012,1,"raw"
2012-01-02,"WWE RAW #971",3.11,4430000,2012,1,"raw"
2011-12-26,"WWE RAW #970",2.93,0,2011,12,"raw"
2011-12-19,"WWE RAW #969",2.92,4300000,2011,12,"raw"
2011-12-05,"WWE RAW #967",2.97,0,2011,12,"raw"
2011-11-28,"WWE RAW #966",3.2,0,2011,11,"raw"
2011-11-21,"WWE RAW #965",3.24,0,2011,11,"raw"
2011-11-14,"WWE RAW #964",3.25,0,2011,11,"raw"
2011-11-07,"WWE RAW #963",2.88,0,2011,11,"raw"
2011-10-31,"WWE RAW #962",3.1,0,2011,10,"raw"
2011-10-24,"WWE RAW #961",3.31,0,2011,10,"raw"
2011-10-17,"WWE RAW #960",3.1,0,2011,10,"raw"
2011-10-10,"WWE RAW #959",3.25,0,2011,10,"raw"
2011-10-03,"WWE RAW #958",3.05,0,2011,10,"raw"
2011-09-26,"WWE RAW #957",2.92,0,2011,9,"raw"
2011-09-19,"WWE RAW #956",3,0,2011,9,"raw"
2011-09-12,"WWE RAW #955",2.71,0,2011,9,"raw"
2011-09-05,"WWE RAW #954",3,0,2011,9,"raw"
2011-08-29,"WWE RAW #953",3.15,0,2011,8,"raw"
2011-08-22,"WWE RAW #952",2.97,0,2011,8,"raw"
2011-08-15,"WWE RAW #951",3.27,0,2011,8,"raw"
2011-08-08,"WWE RAW #950",3.09,0,2011,8,"raw"
2011-08-01,"WWE RAW #949",3.3,0,2011,8,"raw"
2011-07-25,"WWE RAW #948",3.2,0,2011,7,"raw"
2011-07-11,"WWE RAW #946",2.9,0,2011,7,"raw"
2011-06-27,"WWE RAW #944",3.1,0,2011,6,"raw"
2011-06-20,"WWE RAW #943",3.1,0,2011,6,"raw"
2011-06-13,"WWE RAW #942",3.05,0,2011,6,"raw"
2011-06-06,"WWE RAW #941",3.2,0,2011,6,"raw"
2011-05-30,"WWE RAW #940",3.1,0,2011,5,"raw"
2011-05-23,"WWE RAW #939",3.4,0,2011,5,"raw"
2011-05-16,"WWE RAW #938",3.08,0,2011,5,"raw"
2011-05-09,"WWE RAW #937",3.2,0,2011,5,"raw"
2011-05-02,"WWE RAW #936",3.45,0,2011,5,"raw"
2011-04-25,"WWE RAW #935",3.51,0,2011,4,"raw"
2011-04-18,"WWE RAW #934",3.1,0,2011,4,"raw"
2011-04-11,"WWE RAW #933",3.4,0,2011,4,"raw"
2011-04-04,"WWE RAW #932",3.82,0,2011,4,"raw"
2011-03-28,"WWE RAW #931",3.8,0,2011,3,"raw"
2011-03-21,"WWE RAW #930",3.3,0,2011,3,"raw"
2011-03-14,"WWE RAW #929",3.6,0,2011,3,"raw"
2011-03-07,"WWE RAW #928",3.92,0,2011,3,"raw"
2011-02-28,"WWE RAW #927",3.82,0,2011,2,"raw"
2011-02-21,"WWE RAW #926",3.85,0,2011,2,"raw"
2011-02-14,"WWE RAW #925",3.14,0,2011,2,"raw"
2011-02-07,"WWE RAW #924",3.31,0,2011,2,"raw"
2011-01-31,"WWE RAW #923",3.47,0,2011,1,"raw"
2011-01-24,"WWE RAW #922",3.29,0,2011,1,"raw"
2011-01-17,"WWE RAW #921",3.27,0,2011,1,"raw"
2011-01-10,"WWE RAW #920",3.05,0,2011,1,"raw"
2011-01-03,"WWE RAW #919",3.1,0,2011,1,"raw"
2010-12-27,"WWE RAW #918",3.09,0,2010,12,"raw"
2010-12-20,"WWE RAW #917",3.28,0,2010,12,"raw"
2010-12-13,"WWE RAW #916",3.06,0,2010,12,"raw"
2010-12-06,"WWE RAW #915",3.13,0,2010,12,"raw"
2010-11-29,"WWE RAW #914",3.14,0,2010,11,"raw"
2010-11-22,"WWE RAW #913",3.3,0,2010,11,"raw"
2010-11-15,"WWE RAW #912",3.1,0,2010,11,"raw"
2010-11-08,"WWE RAW #911",3.1,0,2010,11,"raw"
2010-11-01,"WWE RAW #910",3.26,0,2010,11,"raw"
2010-10-25,"WWE RAW #909",3.1,0,2010,10,"raw"
2010-10-18,"WWE RAW #908",3.09,0,2010,10,"raw"
2010-10-11,"WWE RAW #907",2.9,0,2010,10,"raw"
2010-10-04,"WWE RAW #906",3.31,0,2010,10,"raw"
2010-09-27,"WWE RAW #905",2.74,0,2010,9,"raw"
2010-09-20,"WWE RAW #904",2.8,0,2010,9,"raw"
2010-09-13,"WWE RAW #903",3,0,2010,9,"raw"
2010-09-06,"WWE RAW #902",3,0,2010,9,"raw"
2010-08-30,"WWE RAW #901 - 900th Episode Celebration",3.5,0,2010,8,"raw"
2010-08-23,"WWE RAW #900",3.2,0,2010,8,"raw"
2010-08-16,"WWE RAW #899",3.3,0,2010,8,"raw"
2010-08-09,"WWE RAW #898",3.3,0,2010,8,"raw"
2010-08-02,"WWE RAW #897",3.3,0,2010,8,"raw"
2010-07-26,"WWE RAW #896",3.5,0,2010,7,"raw"
2010-07-19,"WWE RAW #895",3.4,0,2010,7,"raw"
2010-07-12,"WWE RAW #894",3.3,0,2010,7,"raw"
2010-07-05,"WWE RAW #893",3.35,0,2010,7,"raw"
2010-06-28,"WWE RAW #892",3.28,0,2010,6,"raw"
2010-06-21,"WWE RAW #891",3.52,0,2010,6,"raw"
2010-06-14,"WWE RAW #890",3.42,0,2010,6,"raw"
2010-06-07,"WWE RAW #889",3.1,0,2010,6,"raw"
2010-05-31,"WWE RAW #888",3.2,0,2010,5,"raw"
2010-05-24,"WWE RAW #887",3.11,0,2010,5,"raw"
2010-05-17,"WWE RAW #886",3.44,0,2010,5,"raw"
2010-05-10,"WWE RAW #885",3.05,0,2010,5,"raw"
2010-05-03,"WWE RAW #884",3.03,0,2010,5,"raw"
2010-04-26,"WWE RAW #883",3.07,0,2010,4,"raw"
2010-04-19,"WWE RAW #882",3.06,0,2010,4,"raw"
2010-04-12,"WWE RAW #881",3.2,0,2010,4,"raw"
2010-04-05,"WWE RAW #880",3.15,0,2010,4,"raw"
2010-03-29,"WWE RAW #879",3.66,0,2010,3,"raw"
2010-03-22,"WWE RAW #878",3.24,0,2010,3,"raw"
2010-03-15,"WWE RAW #877",3.71,0,2010,3,"raw"
2010-03-08,"WWE RAW #876",3.38,0,2010,3,"raw"
2010-03-01,"WWE RAW #875",3.67,0,2010,3,"raw"
2010-02-22,"WWE RAW #874",3.8,0,2010,2,"raw"
2010-02-15,"WWE RAW #873",3.4,0,2010,2,"raw"
2010-02-08,"WWE RAW #872",3.59,0,2010,2,"raw"
2010-02-01,"WWE RAW #871",3.63,0,2010,2,"raw"
2010-01-25,"WWE RAW #870",3.58,0,2010,1,"raw"
2010-01-18,"WWE RAW #869",3.55,0,2010,1,"raw"
2010-01-11,"WWE RAW #868",3.73,0,2010,1,"raw"
2010-01-04,"WWE RAW #867",3.62,0,2010,1,"raw"
2009-12-28,"WWE RAW #866",3.6,0,2009,12,"raw"
2009-12-21,"WWE RAW #865",3.18,0,2009,12,"raw"
2009-12-14,"WWE RAW #864",3.29,0,2009,12,"raw"
2009-12-07,"WWE RAW #863",3.23,0,2009,12,"raw"
2009-11-30,"WWE RAW #862",3.15,0,2009,11,"raw"
2009-11-23,"WWE RAW #861",3.23,0,2009,11,"raw"
2009-11-16,"WWE RAW #860",3.5,0,2009,11,"raw"
2009-11-09,"WWE RAW #859",3.1,0,2009,11,"raw"
2009-11-02,"WWE RAW #858",3.45,0,2009,11,"raw"
2009-10-26,"WWE RAW #857",3.7,0,2009,10,"raw"
2009-10-19,"WWE RAW #856",3.33,0,2009,10,"raw"
2009-10-12,"WWE RAW #855",3.3,0,2009,10,"raw"
2009-10-05,"WWE RAW #854",3.3,0,2009,10,"raw"
2009-09-28,"WWE RAW #853",3.11,0,2009,9,"raw"
2009-09-21,"WWE RAW #852",3.45,0,2009,9,"raw"
2009-09-14,"WWE RAW #851",3.49,0,2009,9,"raw"
2009-09-07,"WWE RAW #850",3.83,0,2009,9,"raw"
2009-08-31,"WWE RAW #849",3.64,0,2009,8,"raw"
2009-08-24,"WWE RAW #848",3.93,0,2009,8,"raw"
2009-08-17,"WWE RAW #847",3.8,0,2009,8,"raw"
2009-08-10,"WWE RAW #846",3.8,0,2009,8,"raw"
2009-08-03,"WWE RAW #845",3.55,0,2009,8,"raw"
2009-07-27,"WWE RAW #844",3.95,0,2009,7,"raw"
2009-07-20,"WWE RAW #843",3.5,0,2009,7,"raw"
2009-07-13,"WWE RAW #842",3.5,0,2009,7,"raw"
2009-07-06,"WWE RAW #841",3.61,0,2009,7,"raw"
2009-06-29,"WWE RAW #840",3.87,0,2009,6,"raw"
2009-06-22,"WWE RAW #839",4.5,0,2009,6,"raw"
2009-06-08,"WWE RAW #837",3.61,0,2009,6,"raw"
2009-06-01,"WWE RAW #836",3.43,0,2009,6,"raw"
2009-05-25,"WWE RAW #835",3.23,0,2009,5,"raw"
2009-05-18,"WWE RAW #834",3.59,0,2009,5,"raw"
2009-05-11,"WWE RAW #833",3.29,0,2009,5,"raw"
2009-05-04,"WWE RAW #832",3.3,0,2009,5,"raw"
2009-04-27,"WWE RAW #831",3.42,0,2009,4,"raw"
2009-04-20,"WWE RAW #830",3.74,0,2009,4,"raw"
2009-04-13,"WWE RAW #829",3.73,0,2009,4,"raw"
2009-04-06,"WWE RAW #828",3.92,0,2009,4,"raw"
2009-03-30,"WWE RAW #827",3.55,0,2009,3,"raw"
2009-03-23,"WWE RAW #826",3.49,0,2009,3,"raw"
2009-03-16,"WWE RAW #825",3.62,0,2009,3,"raw"
2009-03-09,"WWE RAW #824",3.66,0,2009,3,"raw"
2009-03-02,"WWE RAW #823",3.82,0,2009,3,"raw"
2009-02-23,"WWE RAW #822",4.1,0,2009,2,"raw"
2009-02-16,"WWE RAW #821",4.1,0,2009,2,"raw"
2009-02-09,"WWE RAW #820",3.4,0,2009,2,"raw"
2009-02-02,"WWE RAW #819",3.59,0,2009,2,"raw"
2009-01-26,"WWE RAW #818",3.6,0,2009,1,"raw"
2009-01-19,"WWE RAW #817",3.87,0,2009,1,"raw"
2009-01-12,"WWE RAW #816",3.5,0,2009,1,"raw"
2009-01-05,"WWE RAW #815",3.38,0,2009,1,"raw"
2008-12-29,"WWE RAW #814",3.47,0,2008,12,"raw"
2008-12-22,"WWE RAW #813",3.16,0,2008,12,"raw"
2008-12-15,"WWE RAW #812",3.32,0,2008,12,"raw"
2008-12-08,"WWE RAW #811",3.02,0,2008,12,"raw"
2008-12-01,"WWE RAW #810",3.41,0,2008,12,"raw"
2008-11-24,"WWE RAW #809",3.29,0,2008,11,"raw"
2008-11-17,"WWE RAW #808",2.87,0,2008,11,"raw"
2008-11-10,"WWE RAW #807",3.14,0,2008,11,"raw"
2008-11-03,"WWE RAW #806 - The 800th Episode",3,0,2008,11,"raw"
2008-10-27,"WWE RAW #805",2.89,0,2008,10,"raw"
2008-10-20,"WWE RAW #804",2.93,0,2008,10,"raw"
2008-10-13,"WWE RAW #803",3.1,0,2008,10,"raw"
2008-10-06,"WWE RAW #802",3,0,2008,10,"raw"
2008-09-29,"WWE RAW #801",3.07,0,2008,9,"raw"
2008-09-22,"WWE RAW #800",3.05,0,2008,9,"raw"
2008-09-15,"WWE RAW #799",2.6,0,2008,9,"raw"
2008-09-08,"WWE RAW #798",3.05,0,2008,9,"raw"
2008-09-01,"WWE RAW #797",2.9,0,2008,9,"raw"
2008-08-25,"WWE RAW #796",2.84,0,2008,8,"raw"
2008-08-18,"WWE RAW #795",3.3,0,2008,8,"raw"
2008-08-11,"WWE RAW #794",3.08,0,2008,8,"raw"
2008-08-04,"WWE RAW #793",3.43,0,2008,8,"raw"
2008-07-28,"WWE RAW #792",3.55,0,2008,7,"raw"
2008-07-21,"WWE RAW #791",3.33,0,2008,7,"raw"
2008-07-14,"WWE RAW #790",3.2,0,2008,7,"raw"
2008-07-07,"WWE RAW #789",3.5,0,2008,7,"raw"
2008-06-30,"WWE RAW #788",3.5,0,2008,6,"raw"
2008-06-23,"WWE RAW #787",3.4,0,2008,6,"raw"
2008-06-16,"WWE RAW #786",3.3,0,2008,6,"raw"
2008-06-09,"WWE RAW #785",3.03,0,2008,6,"raw"
2008-06-02,"WWE RAW #784",3.06,0,2008,6,"raw"
2008-05-26,"WWE RAW #783",2.9,0,2008,5,"raw"
2008-05-19,"WWE RAW #782",3.2,0,2008,5,"raw"
2008-05-12,"WWE RAW #781",3.29,0,2008,5,"raw"
2008-05-05,"WWE RAW #780",3.2,0,2008,5,"raw"
2008-04-28,"WWE RAW #779",3.3,0,2008,4,"raw"
2008-04-21,"WWE RAW #778",3.03,0,2008,4,"raw"
2008-04-14,"WWE RAW #777",3.18,0,2008,4,"raw"
2008-04-07,"WWE RAW #776",3.32,0,2008,4,"raw"
2008-03-31,"WWE RAW #775",3.92,0,2008,3,"raw"
2008-03-24,"WWE RAW #774",3.42,0,2008,3,"raw"
2008-03-17,"WWE RAW #773",3.55,0,2008,3,"raw"
2008-03-10,"WWE RAW #772",3.57,0,2008,3,"raw"
2008-03-03,"WWE RAW #771",3.47,0,2008,3,"raw"
2008-02-25,"WWE RAW #770",3.5,0,2008,2,"raw"
2008-02-18,"WWE RAW #769",3.97,0,2008,2,"raw"
2008-02-11,"WWE RAW #768",3.39,0,2008,2,"raw"
2008-02-04,"WWE RAW #767",3.59,0,2008,2,"raw"
2008-01-28,"WWE RAW #766",3.87,0,2008,1,"raw"
2008-01-21,"WWE RAW #765",3.5,0,2008,1,"raw"
2008-01-14,"WWE RAW #764",3.59,0,2008,1,"raw"
2008-01-07,"WWE RAW #763",3.23,0,2008,1,"raw"
2007-12-31,"WWE RAW #762",2.6,0,2007,12,"raw"
2007-12-24,"WWE RAW #761 - Tribute to the Troops",2.5,0,2007,12,"raw"
2007-12-17,"WWE RAW #760",3.48,0,2007,12,"raw"
2007-12-10,"WWE RAW #759",4.1,0,2007,12,"raw"
2007-12-03,"WWE RAW #758",3.24,0,2007,12,"raw"
2007-11-26,"WWE RAW #757",3.54,0,2007,11,"raw"
2007-11-19,"WWE RAW #756",3.5,0,2007,11,"raw"
2007-11-12,"WWE RAW #755",3.5,0,2007,11,"raw"
2007-11-05,"WWE RAW #754",3.75,0,2007,11,"raw"
2007-10-29,"WWE RAW #753",3.5,0,2007,10,"raw"
2007-10-22,"WWE RAW #752",3.32,0,2007,10,"raw"
2007-10-15,"WWE RAW #751",3.3,0,2007,10,"raw"
2007-10-08,"WWE RAW #750",2.8,0,2007,10,"raw"
2007-10-01,"WWE RAW #749",3.2,0,2007,10,"raw"
2007-09-24,"WWE RAW #748",3.4,0,2007,9,"raw"
2007-09-17,"WWE RAW #747",3.3,0,2007,9,"raw"
2007-09-10,"WWE RAW #746",3.9,0,2007,9,"raw"
2007-09-03,"WWE RAW #745",3.6,0,2007,9,"raw"
2007-08-27,"WWE RAW #744",3.15,0,2007,8,"raw"
2007-08-20,"WWE RAW #743",3.8,0,2007,8,"raw"
2007-08-13,"WWE RAW #742",3.8,0,2007,8,"raw"
2007-08-06,"WWE RAW #741",3.81,0,2007,8,"raw"
2007-07-30,"WWE RAW #740",2.51,0,2007,7,"raw"
2007-07-23,"WWE RAW #739",3.37,0,2007,7,"raw"
2007-07-16,"WWE RAW #738",3.4,0,2007,7,"raw"
2007-07-09,"WWE RAW #737",3.35,0,2007,7,"raw"
2007-07-02,"WWE RAW #736",3.7,0,2007,7,"raw"
2007-06-25,"WWE RAW #735 - Chris Benoit Tribute",4,0,2007,6,"raw"
2007-06-18,"WWE RAW #734",4.1,0,2007,6,"raw"
2007-06-11,"WWE RAW #733",3.79,0,2007,6,"raw"
2007-06-04,"WWE RAW #732",3.8,0,2007,6,"raw"
2007-05-28,"WWE RAW #731",3.2,0,2007,5,"raw"
2007-05-21,"WWE RAW #730",3.7,0,2007,5,"raw"
2007-05-14,"WWE RAW #729",3.6,0,2007,5,"raw"
2007-05-07,"WWE RAW #728",3.6,0,2007,5,"raw"
2007-04-30,"WWE RAW #727",3.6,0,2007,4,"raw"
2007-04-23,"WWE RAW #726",3.7,0,2007,4,"raw"
2007-04-16,"WWE RAW #725",3.7,0,2007,4,"raw"
2007-04-09,"WWE RAW #724",3.9,0,2007,4,"raw"
2007-04-02,"WWE RAW #723",4.3,0,2007,4,"raw"
2007-03-26,"WWE RAW #722",3.9,0,2007,3,"raw"
2007-03-19,"WWE RAW #721",3.7,0,2007,3,"raw"
2007-03-12,"WWE RAW #720",4.1,0,2007,3,"raw"
2007-03-05,"WWE RAW #719",4.1,0,2007,3,"raw"
2007-02-26,"WWE RAW #718",4.3,0,2007,2,"raw"
2007-02-19,"WWE RAW #717",4,0,2007,2,"raw"
2007-02-15,"WWE RAW #716",3,0,2007,2,"raw"
2007-02-05,"WWE RAW #715",4.1,0,2007,2,"raw"
2007-01-29,"WWE RAW #714",4.15,0,2007,1,"raw"
2007-01-22,"WWE RAW #713",4.05,0,2007,1,"raw"
2007-01-15,"WWE RAW #712",4.1,0,2007,1,"raw"
2007-01-08,"WWE RAW #711",3.65,0,2007,1,"raw"
2007-01-01,"WWE RAW #710",3.9,0,2007,1,"raw"
2006-12-25,"WWE RAW #709 - Tribute to the Troops",2.7,0,2006,12,"raw"
2006-12-18,"WWE RAW #708",3.5,0,2006,12,"raw"
2006-12-11,"WWE RAW #707",3.8,0,2006,12,"raw"
2006-12-04,"WWE RAW #706",3.7,0,2006,12,"raw"
2006-11-27,"WWE RAW #705",3.8,0,2006,11,"raw"
2006-11-20,"WWE RAW #704",3.8,0,2006,11,"raw"
2006-11-13,"WWE RAW #703",3.8,0,2006,11,"raw"
2006-11-06,"WWE RAW #702",3.7,0,2006,11,"raw"
2006-10-30,"WWE RAW #701",3.6,0,2006,10,"raw"
2006-10-23,"WWE RAW #700",3.6,0,2006,10,"raw"
2006-10-16,"WWE RAW #699",3.7,0,2006,10,"raw"
2006-10-09,"WWE RAW #698 - Family Reunion",3.8,0,2006,10,"raw"
2006-10-02,"WWE RAW #697",3.6,0,2006,10,"raw"
2006-09-25,"WWE RAW #696",3.4,0,2006,9,"raw"
2006-09-18,"WWE RAW #695",3.7,0,2006,9,"raw"
2006-09-11,"WWE RAW #694",3.6,0,2006,9,"raw"
2006-09-04,"WWE RAW #693",3.6,0,2006,9,"raw"
2006-08-28,"WWE RAW #692",3.4,0,2006,8,"raw"
2006-08-21,"WWE RAW #691",4.2,0,2006,8,"raw"
2006-08-14,"WWE RAW #690",4.1,0,2006,8,"raw"
2006-08-07,"WWE RAW #689",4.2,0,2006,8,"raw"
2006-07-31,"WWE RAW #688",4.1,0,2006,7,"raw"
2006-07-24,"WWE RAW #687",3.8,0,2006,7,"raw"
2006-07-17,"WWE RAW #686",4,0,2006,7,"raw"
2006-07-10,"WWE RAW #685",3.9,0,2006,7,"raw"
2006-07-03,"WWE RAW #684",3.6,0,2006,7,"raw"
2006-06-26,"WWE RAW #683",4,0,2006,6,"raw"
2006-06-19,"WWE RAW #682",4.3,0,2006,6,"raw"
2006-06-12,"WWE RAW #681",4.3,0,2006,6,"raw"
2006-06-05,"WWE RAW #680",4,0,2006,6,"raw"
2006-05-29,"WWE RAW #679",3.8,0,2006,5,"raw"
2006-05-22,"WWE RAW #678",3.7,0,2006,5,"raw"
2006-05-15,"WWE RAW #677",4,0,2006,5,"raw"
2006-05-08,"WWE RAW #676",4.1,0,2006,5,"raw"
2006-05-01,"WWE RAW #675",4,0,2006,5,"raw"
2006-04-24,"WWE RAW #674",4.1,0,2006,4,"raw"
2006-04-17,"WWE RAW #673",4.3,0,2006,4,"raw"
2006-04-10,"WWE RAW #672",4.2,0,2006,4,"raw"
2006-04-03,"WWE RAW #671",4.1,0,2006,4,"raw"
2006-03-27,"WWE RAW #670",4.3,0,2006,3,"raw"
2006-03-20,"WWE RAW #669",4.3,0,2006,3,"raw"
2006-03-13,"WWE RAW #668",4.2,0,2006,3,"raw"
2006-03-06,"WWE RAW #667",4,0,2006,3,"raw"
2006-02-27,"WWE RAW #666",4,0,2006,2,"raw"
2006-02-20,"WWE RAW #665",4,0,2006,2,"raw"
2006-02-16,"WWE RAW #664",3.3,0,2006,2,"raw"
2006-02-06,"WWE RAW #663",4.5,0,2006,2,"raw"
